61,Asia丶空间_,:求租16号线鹤沙航城附近一居室预算2500-2800，要能办居住证的！@上海租房吧 @魔都租房 @上海无中介租房 @上海租房无中介联盟 @上海租房 #上海租房##浦东租房##鹤沙航城##上海租房信息##上海租房互助#@zuber上海租房 @房天下上海租房 @上海租房联播 ，有中介费也没关系~ ,04月29日,0,1,1,3,https://weibo.com/u/2134850753
62,我想跟马云肩并肩,:秒杀房！秒杀房！精装一房一厅！地铁站7/8/13号线！三千多可租！#浦东租房##上海租房##世博园# 我想跟马云肩并肩的秒拍视频 ,04月27日,0,0,0,2,https://weibo.com/u/5902583441
64,HR就是阿冉冉冉冉冉,:个人转租:周浦万达附近一室两厅整租小区公元新村四楼50平精装修，有两张床可当小两房使用，个人转租所以无中介费，民用水电，价格2900随时看房入住。@嗨住租房 @上海租房君 @豆瓣上海租房 @上海租房无中介联盟 #上海租房##浦东租房# ,04月27日 09:39,0,0,1,1,https://weibo.com/u/3296606713
66,超神瑞纳,:#浦东租房##浦东二号线租房##上海浦东租房联播##豆瓣浦东租房##上海浦东租房##闲鱼浦东租房# 短租5-8月房子转租[下]具体信息如图 ,04月26日 10:50,0,0,0,1,https://weibo.com/u/1773717020
68,qylovezzw,:#浦东租房##上海租房##浦东合租# 浦东金樟花苑6号线云山路步行至地铁十分钟，小区前后门都有公交站，房子是两室二厅，房间是之前房东自己住的，第一次出租，装修很好，附近生活很方便，大菜市场，多家超市。现在两面有间房住了一对情侣都是it行业，出租另一家次卧，1800元/月，押一付三@豆瓣上海租房 @豆瓣浦东租房 @上海租房无中介联盟,04月25日 06:54,0,0,0,1,https://weibo.com/u/5602801398
70,奉微为主,:#上海租房# #浦东租房# #无中介租房# #豆瓣租房# 浦东新区金桥东陆新村六街坊小区，近6号线巨峰路、12号线杨高北路地铁站， 此房为两室一厅朝南户型，68平3楼中间楼层。精装修5月23后可租，欢迎咨询。 ,04月23日 11:56,0,1,0,20,https://weibo.com/u/6467327569
71,Aris__chen,:(我有房出租)荷五小区 朝南次卧转租 3室1厅1卫 #浦东租房##上海浦东租房##豆瓣浦东租房# http://t.cn/Ru29kH9 ,04月22日,0,1,0,1,https://weibo.com/u/2150301317
73,奉微为主,:#上海租房# #浦东租房# 浦东新区金杨仙都绿苑一室户整租，浦东大道附近，在建的14号线地铁零距离，配套齐全，此房45平，电梯房5楼，欢迎咨询。 ,04月18日 14:19,0,1,0,6,https://weibo.com/u/6467327569
75,奉微为主,:#上海租房# #浦东租房# 浦东金桥东方丽景小区，小区环境优美，一出南门就是6号线、12号线巨峰路地铁站，此房为两室两厅整租，96平大两房，4楼朝南户型，精装修家具家电全配。 ,04月16日 10:18,0,2,0,25,https://weibo.com/u/6467327569
77,奉微为主,:#上海租房# #浦东租房# #无中介租房#   步行至6号线云山路地铁站800米 ，小区南门步行有赛百味(碧云店) 克莉丝汀(德平路二店)等美食佳肴，还有花鸟市场、龙片甲古玩会舍等休闲去处；除此之外东门左拐还有中国工商银行、中国民生银行等，小区东门距离农工商超市(云山店)、快客便利店(金口店)、家家乐连锁超市步行只需；2站地铁即可到达上海仁济医院。,04月16日 10:14,0,1,0,27,https://weibo.com/u/6467327569
79,奉微为主,:#上海租房# #浦东租房# 浦东金桥浦三小区，距六号线博兴路站500米，直达世纪大道，转12号线方便，此房为两室整租，5楼65平双南户型，精装修家具家电全配，欢迎咨询。 ,04月15日 16:17,0,1,0,8,https://weibo.com/u/6467327569
81,我这么可爱一定能上到钻石吖,:-上海市浦东新区金桥[铁路]2号线广兰路6号线金桥站， V领地公寓（锦绣东路社区）转租！-工作原因，忍痛急转！-2930/月！-Wechat同手机：16602120572-房间及社区详细信息请见图[1]！！！#浦东租房##豆瓣浦东租房##上海浦东租房##浦东新区租房# @豆瓣上海租房 @豆瓣浦东租房 ,04月15日 12:09,0,1,0,3,https://weibo.com/u/6324988741
83,奉微为主,:#上海租房# #浦东租房# 金桥中冶尚城，90平精装修双南两房，  电梯房9楼，采光好，南北通透全明户型，距六号线洲海路500米左右，配合办理居住证停车证，欢迎咨询。 ,04月14日 19:57,0,2,0,2,https://weibo.com/u/6467327569
85,奉微为主,:#上海租房# #浦东租房# 金桥浦三小区，六号线博兴路地铁站500米，两室整租，5楼63平 ，双南户型，精装修家具家电齐全，欢迎咨询。 ,04月14日 19:50,0,2,0,8,https://weibo.com/u/6467327569
87,某科学的某某人,:#上海金杨租房##浦东租房##上海金杨租房##上海租房# 【云山路6号线】金杨二街坊离云山路地铁站仅仅只要两百米，小区周围配套齐全，金杨公园，家乐福，农工商等等。精装修，价格实惠，床可以配。领包入住。家具齐全。价格实惠，随时可以看房。@上海求租 @上海租房 @豆瓣上海租房 ,04月14日 16:32,0,1,0,3,https://weibo.com/u/5777374177
89,我想跟马云肩并肩,:浦东新区 耀华路78号线 精装修一居室40平米 可押一付一 价格好谈#上海租房##浦东租房##世博园# ,04月14日 11:58,0,0,0,2,https://weibo.com/u/5902583441
91,奉微为主,:#上海租房# #浦东租房# 浦东金桥中大苑，近六号线博兴路，一室整租40平，朝南户型，缺的家具家电都会配，有钥匙随时看房，先到先得，3500/月。 ,04月14日 09:44,0,1,0,10,https://weibo.com/u/6467327569
93,奉微为主,:#上海租房# #浦东租房# 浦东新区金桥荷三小区，近六号线博兴路，精装修，公交地铁交通便利，周边配套齐全，此房为两室一厅，6楼57平，4500/月  。 ,04月14日 09:39,0,1,0,10,https://weibo.com/u/6467327569
95,奉微为主,:#上海租房# #浦东租房# 浦东金桥绿城上海御园，近六号线东靖路，豪华配置拎包入住，三房两厅两卫，132平，朝南户型，六楼中间楼层，欢迎咨询。 ,04月13日 11:04,0,1,0,17,https://weibo.com/u/6467327569
97,奉微为主,:#上海租房# #浦东租房# 浦东新区碧云金桥酒店公寓，小区安静环境好，近九号线蓝天站，紧领公交车站交通便利，此房为两室一厅75平，9楼，房东诚心出租，有钥匙随时看房。 ,04月13日 10:59,0,1,1,19,https://weibo.com/u/6467327569
99,御尚坊颜面膜微博,:2号线浦东新区川沙地铁站附近两房转租无中介费，两室一厅一卫双阳台，冰箱，电视，洗衣机，天然气洗澡，一用俱全，到地铁站骑电动车八分钟，小区门口有菜市场生活都很方便，地铁附近有百联购物中心，两个卧室都是朝南的早上阳光很好，由于本人工作变动现在转让出租，非诚勿扰！wx;418485344#浦东租房##上海租房##上海2号线租房#,04月13日 08:40,0,0,0,0,https://weibo.com/u/6079367357
101,豌豆众创基地,:不想网上大海捞针式的找房，不想找中介怎么破？来豌豆公寓吧，上海多区域房源，满足您的多种需求！@#上海租房##上海浦东租房##浦东租房##松江租房##上海松江租房##嘉定租房##上海嘉定租房##上海租房大家帮##上海浦东租房联播##公寓住宅##上海租房找室友##嗨住租房 ##上海魔都租房 ##上海浦东租房联播##上海租房无中介联盟##上海租房非中介##上海租房互助##上海租哪儿##上海租房公益转播##上海豌豆##上海租房信息##求合租！约吗？#@上海租房无中介 @巴乐兔租房管家 @豆瓣电影 @魔都租房 @上海新浪乐居@嗨住租房 @上海魔都租房 @上海浦东租房联播 @上海租房 @上海租房无中介联盟@房天下上海租房,04月12日 11:03,0,0,0,0,https://weibo.com/u/5627607851
102,我想跟马云肩并肩,:浦东新区 德州七村 精装修一房 已经装修好了 随时看房#浦东租房##上海租房##世博园# 我想跟马云肩并肩的秒拍视频 ,04月12日,0,0,0,2,https://weibo.com/u/5902583441
103,丶第一含沛,:您身边的房屋安心管家为您推荐：唐镇最美独卫，带飘窗。4月【女神房】自如管家全天在线服务，生活小助手，你居住房屋的安心管家。#张江租房##自如·精选##唐镇租房# 风格4.0拿铁、面积13.5平方米2号线唐镇·鑫唐佳苑独立卫生间 2530每月二次保洁、及时维修好的生活品质，往往可以带来好运[互粉]管家语录：挣再多的钱，不好好的爱自己，你还在等谁~开启好生活：无中介费，民用水电，已打扫干净随时入住。@嗨住租房 @上海租房君 @豆瓣上海租房 @上海租房无中介联盟 #上海租房##浦东租房#  http://t.cn/z82ZcQx http://t.cn/Rm6wT3Y,04月11日,0,1,0,5,https://weibo.com/u/5420262612
105,豌豆众创基地,:中小企业创业者的福利来啦！地铁11号线附近，大面积200平，价格1.8元/平/月，现房租还可以打五折哦！[偷乐][偷乐]#上海租房##上海浦东租房##浦东租房##松江租房##上海松江租房##嘉定租房##上海嘉定租房##上海租房大家帮##上海浦东租房联播##公寓住宅##上海租房找室友##嗨住租房 ##上海魔都租房 ##上海浦东租房联播##上海租房无中介联盟##上海租房非中介##上海租房互助##上海租哪儿##上海租房公益转播##上海豌豆##上海租房信息##求合租！约吗？#@上海租房无中介 @巴乐兔租房管家 @豆瓣电影 @魔都租房 @上海新浪乐居@嗨住租房 @上海魔都租房 @上海浦东租房联播 @上海租房 @上海租房无中介联盟@房天下上海租房,04月10日 11:19,0,0,0,0,https://weibo.com/u/5627607851
107,我想跟马云肩并肩,:浦东新区 两房一厅 11号线 精装修价格实惠！#上海租房##浦东租房##世博园# 上海·世博园（商圈） ,04月09日 20:23,0,0,0,0,https://weibo.com/u/5902583441
109,上海租房无中介联盟,#上海租房无中介# #住房租赁#   帮转[doge]查找更多房源，可以直接下载房总管租房App~,04月09日 09:54,0,0,0,0,https://weibo.com/u/5129056298
111,我想跟马云肩并肩,:浦东新区 成山路8号线 房东自住装修 装修如图#浦东租房##上海租房##世博园# 上海·世博园（商圈） ,04月08日 12:25,0,0,0,6,https://weibo.com/u/5902583441
113,上海·神漂浪人,:#上海合租##上海租房无中介##浦东租房##上海租房# 有房出租，喜欢的联系我，没你想的那么贵，上传的图片是闵行区的，房租在990到3500之间，其他区域的也有，看见了喜欢的 请告诉我 ,04月07日 19:02,0,1,0,136,https://weibo.com/u/6518535118
115,奉微为主,:#上海租房# #浦东租房#   浦东金桥黄山新苑，小区对面就是久金商场  金桥国际商场购物方便  出行更不用说  小区门口到6号线金桥站4号口只有230米。2室2厅1厨1卫2阳台  朝向主卧朝南，客厅朝南，房型南北通透，精装修，厅宽敞舒适，2个卧室都很大，   房子采光好，小区环境优美，24*治安管理，周围交通方便，购物方便。车位稀松,04月06日 19:06,0,1,0,13,https://weibo.com/u/6467327569
117,丶第一含沛,:2号线唐镇地铁站租房[挤眼]第二弹:#张江租房##自如·精选##唐镇租房# 风格4.0米苏、精装房朝北唐镇价格最性价比一套北卧单间·瀚盛家园三居室合租 1490每月双次保洁、及时维修千里马常有，而伯乐不常有管家语录：听说住进来会找到幸福哦~开启好生活：无中介费，民用水电，已打扫干净随时入住。@嗨住租房 @上海租房君 @豆瓣上海租房 @上海租房无中介联盟 #上海租房##浦东租房# ,04月06日 13:01,0,0,0,1,https://weibo.com/u/5420262612
118,只喝三鹿奶粉,58同城房产季# #安居客10周年# #上海租房# #浦东租房#,04月05日,1,0,0,0,https://weibo.com/u/5873186349
120,丶第一含沛,:2号线唐镇地铁站租房[挤眼]第二弹:#张江租房##自如·精选##唐镇租房# 风格4.0拿铁、精装房朝南阳光一级棒2号线·鑫唐佳苑独立卫生间 2490每月双次保洁、及时维修千里马常有，而伯乐不常有管家语录：听说住进来会找到幸福哦~开启好生活：无中介费，民用水电，已打扫干净随时入住。@嗨住租房 @上海租房君 @豆瓣上海租房 @上海租房无中介联盟 #上海租房##浦东租房# ,04月04日 13:42,0,0,0,10,https://weibo.com/u/5420262612
121,Yiiiinu,:本人96后女生，现求一名能一起合租爱干净的小姐姐，我们也可以一起去找房!希望坐标在浦东新区金桥附近，因为工作地点在由度工坊～刚刚工作，所以理想价在人均2000以内，当然性价比越高越好啦!有意愿的小姐姐私我哦～#上海租房##应届毕业生上海租房##上海合租找室友##上海合租房##上海合租##浦东租房# ,04月03日,0,1,0,3,https://weibo.com/u/2325817752
123,丶第一含沛,:2号线唐镇地铁站租房[挤眼]第二弹:#张江租房##自如·精选##唐镇租房# 风格4.0拿铁、精装房朝南阳光一级棒2号线·金利公寓3居室 1960每月双次保洁、及时维修千里马常有，而伯乐不常有管家语录：听说住进来会找到幸福哦~开启好生活：无中介费，民用水电，已打扫干净随时入住。@嗨住租房 @上海租房君 @豆瓣上海租房 @上海租房无中介联盟 #上海租房##浦东租房# ,04月02日 09:18,0,2,1,7,https://weibo.com/u/5420262612
125,我想跟马云肩并肩,:浦东新区 耀华路78号线 精装修两房 采光充足 可押一付一#浦东租房##上海租房##世博园# ,03月31日 11:23,0,0,0,12,https://weibo.com/u/5902583441
127,探索新零售,:#浦东租房# 周浦镇，瑞阳苑靠近周浦医院，门口就是超市，交通便利。非中介，转租，拎包入住，800押一付三起租。电话:133-0529-0607。 上海·周浦镇 ,03月31日 08:16,0,0,0,4,https://weibo.com/517902567
129,我想跟马云肩并肩,:浦东新区 成山路站8号线 精装修一室半 [来][来][来]#上海租房##浦东租房##世博园# 上海·德州三村 ,03月30日 16:21,0,0,0,2,https://weibo.com/u/5902583441
130,allen疾风,:#浦东租房# 浦东租房，离张江近点，预算1600左右，只要一个单间就行，大小无所谓，1-5在家睡觉，周末基本不在家，很宅的一个人@上海租房 @浦东租房 ,03月25日,0,0,0,0,https://weibo.com/u/5819511121
132,奉微为主,:浦东新区金桥新城，9号线金桥站5分钟，两室两厅大户型，面积105平，5楼电梯房，朝南户型，精装全配，有钥匙随时可看。#上海租房# #浦东租房# ,03月23日 11:30,0,2,0,3,https://weibo.com/u/6467327569
134,奉微为主,:浦东新区金桥荷三小区，距离六号线博兴路十分钟，两室整租67平，五楼，朝南户型，家具家电精装全配，小区环境好，民水民电，性价比高。#上海租房# #浦东租房# ,03月23日 11:23,0,2,0,0,https://weibo.com/u/6467327569
136,奉微为主,:浦东新区金杨新村五街坊，六号线云山路九号线蓝天路之间，两室整租，4楼57平米，朝南户型，全新装修首次出租，看房随时联系#上海租房# #浦东租房# ,03月22日 17:42,0,0,0,3,https://weibo.com/u/6467327569
138,奉微为主,:#上海租房# #浦东租房#  浦东新区金杨大区寺前浜小区，一室整租，4楼50平，朝南户型，精装修，3月27后可入住，看房随时约[喵喵][喵喵][喵喵] ,03月22日 16:42,0,0,0,2,https://weibo.com/u/6467327569
140,丶第一含沛,:2号线唐镇地铁站租房预告:#张江租房##自如·精选#距地铁21m精装Loft2号线·阳光城魔都一居室 5190大落地窗、电动窗帘每个清晨被春光唤醒[樱花]开启好生活：无中介费，民用水电，已打扫干净随时入住。@嗨住租房 @上海租房君 @豆瓣上海租房 @上海租房无中介联盟 #上海租房##浦东租房#  http://t.cn/z82ZcQx,03月20日 20:50,0,2,1,10,https://weibo.com/u/5420262612
141,丶第一含沛,:#浦东租房##唐镇租房# 绿波城超大阳台～家里没得说的干净～三居室 2130 [阴险][阴险]在上海这个魔都打拼这么累！凭什么不对自己好一点！女人！你在等什么？还指望男人嘛？[怒骂][怒骂]#上海·绿波城[地点]#男人！你在想什么？还等着发工资嘛？[鄙视][鄙视] 上海·绿波城 丶第一含沛的秒拍视频 ,03月19日,0,0,0,4,https://weibo.com/u/5420262612
143,我想跟马云肩并肩,:六室两厅两卫 豪华装修 200平米 棒不棒！！！#浦东租房##上海租房##世博园# ,03月18日 17:57,0,2,0,5,https://weibo.com/u/5902583441
145,我想跟马云肩并肩,:出租两房其中主卧带阳台 成山路站8号线 精装修 次卧是个大美女 要求主卧必须一个女生#上海租房##浦东租房##世博园# ,03月18日 09:49,0,0,0,8,https://weibo.com/u/5902583441
