18,诺言的真名叫谎言11,:#上海租房[超话]##上海·徐泾镇[地点]##上海短租##上海·西郊家园[地点]#转租 因工作原因要搬走 2号线徐泾东  西郊家园 朝南主卧  很大的窗户  采光超好 1850一个月  里面有两张床哈  可以两个小姑娘合租   只需要交电费  网费和水费都不用交了   有空调洗衣机冰箱两个大衣柜  独卫厨房  私聊我哦 http://t.cn/R1u1Cs1,今天,0,0,0,2,https://weibo.com/u/5115156947
19,TheFlowerShop-WEIHAI,:#上海租房#求徐汇区9号线附近的房子，预算3000+。6月10号左右入住，有合适的宝宝请联系我。 ,今天,0,0,0,7,https://weibo.com/u/5083771116
20,请叫我凌公子,:上海租房超话 化工二三村 大主卧室 转租 25平便宜出租4个月（四个月后想续租可和房东谈价格） 可两个合租 价格1750 水电正常居民消费。距离一号线锦江乐园地铁站10分钟路程 （中介勿扰）#上海合租找室友##上海短租房# ,今天 15:43,0,0,1,1,https://weibo.com/u/2017871367
21,我想跟马云肩并肩,:浦东新区 民生路 精装修一房一厅 采光充足 户型正气#浦东租房[超话]##上海租房[超话]##世博园# ,今天 15:40,0,0,0,2,https://weibo.com/u/5902583441
22,陈喵喵喵喵陈,:#上海转租##上海租房菌# 转租！酒店式公寓。30平左右！配洗衣机，油烟机等。独卫带厨房。一室一厅一卫。每天可以晒到太阳。周边环境很好，楼下就有健身房和便利店。安全，有门禁卡。靠近6号线东靖路，12号线东陆路。房租2500，物业130。押一付一。合同到19年3月！   上海·高行镇 ,今天 15:26,0,1,1,3,https://weibo.com/u/5313064942
23,Normcorea,:@上海租房 (我有房出租)实体主卧友好佳苑 2室1厅1卫 男女不限 ,今天,0,0,0,0,https://weibo.com/u/5938095782
24,梵高不姓高不高兴,:10号线上海动物园旁次卧出租，位于程桥一村，个人转租，所以不收中介费，直接和房东签。房间12平米，我住之前房东刚装修过，主卧住的房东阿姨，已退休，人很好相处。房间位于1楼，介意勿扰。房租1800，10号可搬。#上海租房[超话]##魔都租房求租##上海租房无中介##豆瓣上海租房[超话]# ,今天 14:46,0,0,1,3,https://weibo.com/u/3195528371
25,小祁欧尼_,豆瓣上海租房 好人，快来救救命！,今天,1,0,0,2,https://weibo.com/xiaoqioni
26,我想跟马云肩并肩,:浦东新区 东明路6号线 双南两房一厅 首次出租#上海租房[超话]##浦东租房[超话]##上海·上南地区[地点]##世博园# 上海·长青公园 ,今天 14:28,0,0,0,1,https://weibo.com/u/5902583441
27,小浆果枇杷霜,:求租一个单间，坐标10号线/4号线转10号线/任何可以转10号线的单间，预算2.5k以内，这周末可以搬进去，需要协助办理房屋租赁证明，预算2.5k以下，最好可以押一付一@上海租房 @上海租房无中介联盟 @上海租房君 #上海租房[超话]##上海·地铁10号线虹桥路站[地点]# 上海·古北 ,今天,0,0,1,3,https://weibo.com/u/2952347724
28,11组白日梦想家,:准备在上海闵行颛桥附近整租一套两室户，预算4000-4500，想在此寻一室友共同承租，本人从事机械贸易方面工作，朝九晚五式，平时自己一个人住，如果你也正好和我有同样的需求，欢迎骚扰[嘻嘻][嘻嘻]@上海豆瓣租房 @上海租房无中介联盟 @上海租房君 @上海无中介租房 ,今天,0,1,2,1,https://weibo.com/u/2289334630
29,曾-许诺v,:我关注了豆瓣上海租房超话，小伙伴们快来加入豆瓣上海租房超话一起聊聊吧~戳这里→ 豆瓣上海租房 ,今天,0,0,0,0,https://weibo.com/u/5515992118
30,曾-许诺v,:我关注了豆瓣上海租房超话，小伙伴们快来加入豆瓣上海租房超话一起聊聊吧~戳这里→ 豆瓣上海租房 ,今天,0,0,0,0,https://weibo.com/u/5515992118
31,文21203,:浦东新区东方康德家园次卧招室友啦！！楼主从事摄影方面的工作。如果想找房子的你，希望住得舒适，有干净宽敞的客厅，有花有绿植，有大沙发，有书本，有音乐，有早起的鸟鸣，有干净的小河边可以晨练，偶尔想钓个鱼，喜欢下厨，喜欢烘培，那么就快联系我吧。家里有两台冰箱（一台放食物，一台放冷饮）、烤箱、洗衣机、电视，50M光纤、Sony x88，每个房间都有空调，可以说该有的都有了。房子六月中旬可以入住。交通很方便，小区不远就是公交车站。一公里多是8号芦恒路地铁站、11号三林地铁站，如果你不想步行或者骑共享单车去坐地铁，每天早上还有两分钟一班的直放公交车。PS:男女不限哦，房间面议（如果你能说得一口流利的英语， 房价可以优惠更多哦）  @上海无中介租房 @上海租房 @上海租房无中介联盟 @上海租房无中介 http://t.cn/RXnNEL6,今天 11:46,0,0,3,2,https://weibo.com/u/5940416927
32,Maximus左,:九号线松江大学城附近房源 价格超级便宜房租预算在这个价位的朋友私聊我@上海品牌公寓 @豆瓣上海租房 @上海租房信息 ,今天 11:42,0,0,2,0,https://weibo.com/u/2935863343
33,下楼遛弯儿啊,:#上海租房##松江大学城租房#  松江大学城房源招室友 [格鲁特] 啥啥都有[格鲁特] 就差室友[格鲁特] 干净卫生[格鲁特]月租一千八 ,今天 11:09,0,0,0,5,https://weibo.com/u/3401952410
34,西瓜中间那块给你,:#上海租房##上海租房无中介# 12号线爱国路地铁站出口小区两室户5000一个月，想找个室友，一人2500左右。本人男，银行工作。求上帝赐予我一个汉子吧[二哈][二哈] ,今天,0,1,1,4,https://weibo.com/u/3814543539
35,水瓶六钠,:求租贴  10号线宋园路站/水城路站/龙溪路站，两室整租，预算4400-4800预计入住时间：2018-06-20，有合适可提前求帮转，谢谢大佬们@上海租房 @上海租房无中介联盟 @上海个人转租无中介 @豆瓣上海租房 ,今天,0,0,0,0,https://weibo.com/u/3733005372
36,小方方2094,:#上海租房[超话]##应届毕业生上海租房##嗨租房# 找房源：两个女生整租，最好是两室一厅。12号线桂林公园和漕宝路，冠生园路，柳州路，钦州南路附近。房租4500以内，有合适房源求联系。 ,今天,0,0,0,2,https://weibo.com/u/2784646752
37,不租房就拉倒,:9号线 6号线 13号线 1号线房屋出租：押一付一，支持月付，无中介免网费你是否还在为房屋维修没渠道而烦恼你是否还在为停水停电没人管而苦恼你是否受够了被中介骗了血汗钱的痛苦#上海租房# @上海租房 @豆瓣上海租房 @上海微房源 @上海租房无中介 @上海租房无中介联盟 @上海无中介租房  ,今天 10:29,0,0,0,9,https://weibo.com/u/2760917634
38,不租房就拉倒,:9号线 6号线 13号线 1号线房屋出租：押一付一，支持月付，无中介免网费你是否还在为房屋维修没渠道而烦恼你是否还在为停水停电没人管而苦恼你是否受够了被中介骗了血汗钱的痛苦#上海租房# @上海租房 @豆瓣上海租房 @上海微房源 @上海租房无中介 @上海租房无中介联盟 @上海无中介租房  ,今天 10:27,0,0,0,6,https://weibo.com/u/2760917634
39,蓼兰草,:@上海租房 @豆瓣上海租房 ,今天 10:23,0,0,0,0,https://weibo.com/u/1888625380
40,彻七七_,:#求室友# 1号线-通河新村。民悦苑6楼。地铁站3分钟巨近！70平两室一厅。客厅公用很大。卫生间厨房干净无比！[星星]卧室朝南13平很大。采光通风棒！柜子梳妆台电视空调大衣柜都有！[星星]房屋干净整洁。室友女生贼好相处了！ [星星]已经整租。求个次卧室友2000/月！@上海租房 #上海租房#@豆瓣上海租房 ,今天 10:20,0,0,0,14,https://weibo.com/u/5045408032
41,小鹿elk,:转租16号线周浦东附近主卧一间 合租的都是小姐姐 人都很nice#上海租房##上海租房无中介##应届毕业生上海租房##上海租房[超话]##上海合租# ,今天,0,0,1,12,https://weibo.com/u/5022652554
42,少年的痴心,:#上海租房#本人6月毕业 想在上海工作一段时间 本人男 无不良嗜好 真心想找一间房尽快租下来 （合租）价格1500左右 在长岛路 五莲路 博兴路三地区域即可 有没有合适的房源和租友呀 期冀ing 上海·沪东新村街区 ,今天,0,1,1,3,https://weibo.com/u/5089171696
43,koukoukoulv,:#上海租房#求莘庄地铁站附近的单间[爱你] ,今天,0,0,0,1,https://weibo.com/u/5574328031
44,旅人酷越G7nTzRay,:本人男生，工作地点在十二号线江浦公园站，找合租房，上班乘地铁时间控制在三十到四十分钟左右，房租不能超过1700@上海租房 @嗨住租房 @闲鱼 #上海租房# 上海 ,今天,0,0,2,3,https://weibo.com/Water95
45,棠wan棠,:#上海租房##上海莘庄租房# 帮好朋友转租！由于工作变动，转租位于上海市闵行区地铁12号线七莘路站附近的酒店式公寓。前面五张是公寓格局样板间，装修什么的都一样的，大窗，采光特好，很大的单间了，一应俱全！最后两张是她自己的布置～由于她是第一个住户，也才住了半年，所以房子是很新很干净的，门是密码锁，有公寓管家，特别安全方便！3588一个月，包物业和网费。有需要的私信我哦！@豆瓣上海租房 @上海租房 @上海租房君 @上海租房无中介联盟 @上海租房阁网站 @丁丁租房上海 @zuber上海租房 @上海租房无中介,今天 09:15,0,0,2,1,https://weibo.com/u/2706314662
46,Start-for-leave,:上海一号线通河新村地铁站两室一厅出租一个单间，希望你热爱生活热爱小动物，我有毛孩子 。附近有万达家乐福卜蜂莲花 楼下各种好吃的 离地铁又近 ，当然希望最好是女生，或者情侣也可以 当然一个男生也不介意～毕竟我还单身狗一只...哈哈 言归正传，有租房需求的小伙伴可以联系我哈 我的weixin：ss52066 马上可以入住 谢谢啦#上海租房[超话]##上海租房#,今天 09:09,0,1,0,3,https://weibo.com/u/5094937908
47,许金萍pie,:闵行区春晖新村，朝南两室户，寻找室友，水电网，冰箱，洗衣机等齐全，步行10分钟到地铁5号线@豆瓣租房 @上海租房 @上海无中介租房 @上海房源            上海 ,今天 08:49,0,0,2,1,https://weibo.com/u/3080642417
48,阳关故人_,:#上海租房# 上海租房 求租10号线五角场以内/3号线江湾镇以内/12号线东陆路以内/9号线金桥以内的一室户或带独卫单间 离地铁站近就ok ,今天,0,0,1,5,https://weibo.com/u/5390362354
49,Chilamxi,:#上海租房# 求2号线广兰路附近1室户 ,今天,0,0,0,1,https://weibo.com/incorrigible
50,北方小喵儿,:求租一个不朝北的次卧，有空调有洗衣机，做不做饭无所谓，本人女，位置在三号线四号线宝山路，虹口足球场，，四川北路，海伦路，八号线中兴路，西藏北路一号线中山北路延长路都可以。价格不超过1800，面积可以小，实体墙 。只要附近的，谢谢@上海租房 @上海租房无中介联盟 @上海租房无中介 @zuber上海租房,今天 08:28,0,1,2,3,https://weibo.com/u/3392549712
51,慈溪阿童木曙,:因工作原因要离开上海了，个人转租，中介勿扰，无中介费，直接与房东签约。不是合租，是单间。有小的卫生间和厨房。地点：闵行区虹桥镇环镇南路万源路万源新城4期2200一个月，押一付一。包水网，附近有韩国城、卜蜂莲花，九号线合川路地铁站等，交通便利。我的合同是6.13到期，可以直接带你与房东签约。看上的可私我联系#上海租房##上海闵行# @上海租房 帮忙扩散吧，麻烦啦,今天 08:17,0,1,3,10,https://weibo.com/u/6397781434
52,小纯情-吃土少女QAQ,:#上海租房[超话]##豆瓣上海租房[超话]#[允悲]1号线外环路莲花沿线求租，本人女生，上班狗，求单间预算有限1800[悲伤] ,今天 07:15,0,1,0,12,https://weibo.com/u/3091401645
53,来都来了柯个头再走吧,:#上海租房##上海应届毕业生租房# 临近毕业，6月下旬之前，求小伙伴在闵行莘庄5号线租房，预算两千，有意向可以私聊～#闵行租房# ,今天,0,0,0,7,https://weibo.com/u/2644184112
54,NeKoInu_铲屎官,:#上海租房#求人合租！合租！合租！本人刚刚大学毕业！现在被称作为“魔都”的城市生活一段时间，也许更久。本人男，没有什么不良嗜好，所以小姐姐们请放心(喂！醒醒！)现求一单间，地址未定。价格在1300左右(吃土.jpg)。民用水电费。求收留。本人蛮安静也蛮爱干净，所以请合租的室友也可以这样。平时的话，喜欢追追动漫番，看看小姐姐cos(四斋蒸…)肥宅快乐水真好喝！rua!所以，有志同道合的室友吗！真心求室友！！！,今天 00:31,0,0,3,25,https://weibo.com/u/2318468284
55,NK-only,:6/25左右两人入住，房子最好是两室户，我要朝南房，要有阳台（独立或者公用的都可以）！租金2000左右@上海租房无中介 @豆瓣上海租房 @上海租房 [可怜][二哈][二哈]@上海租房君 ,06月04日 23:21,0,0,1,5,https://weibo.com/u/3579393873
56,豆瓣上海租房,:@Mirrormiao #上海租房子[超话]##豆瓣上海租房[超话]# 上海静安区共和新路v领地公寓四楼朝南！房间急租，单身公寓 内部设施超好 有公共厨房 k歌吧 休闲区域 健身房 管家 保安，非常安全（下图）。房间图片如下，房间很好的，有个人卫生间和冰箱和洗衣机 电视机 书桌，我刚买的黄色休闲沙发和折叠桌也可以送你，还有电饭煲烧水壶电吹风等都用了没多久都可以留在房间！！#豆瓣上海租房##豆瓣浦东租房##豆瓣租房##上海租房##上海租房子##川沙租房##租房菌##上海租房菌##上海租房无中介##火爆求租##多力租房##上海豆瓣租房##闲鱼租房##上海免中介租房#,06月04日 23:09,0,2,0,8,https://weibo.com/cq2017
57,豆瓣上海租房,:@我就是博哥哥啊 #上海租房子[超话]##豆瓣上海租房[超话]# 13号线大渡河路 北巷小区  招一名男室友   小区距地铁站五分钟 紧靠天地软件园    房子干净整洁 可来看房    两室一厅一厨一卫   一个卧室两张床 （目前两女一男，缺男室友） 1250/人 押一付一  有意私信微博  @我就是博哥哥啊 #豆瓣上海租房##豆瓣浦东租房##豆瓣租房##上海租房##上海租房子##川沙租房##租房菌##上海租房菌##上海租房无中介##火爆求租##多力租房##上海豆瓣租房##闲鱼租房##上海免中介租房#,06月04日 23:00,0,1,0,0,https://weibo.com/cq2017
58,SVR1231,:近地铁中潭站3号线4号线一室户朝南4楼房东诚心出租价格低有需求的联系我#豆瓣上海租房##上海租房# ,06月04日 22:03,0,0,0,4,https://weibo.com/u/5034036347
59,九风黛,:#上海租房# 康健路 转租朝南超大一室一厅一卫干净整洁！3900一个月 有意者私信 急转[允悲][允悲][允悲][允悲] ,06月04日,0,0,0,1,https://weibo.com/u/5271491212
60,碎花仙贝,:@上海租房  本人96年妹子一枚，希望能找到1号线附近的房子，预售1500左右。最好6月19号前入住！ ,06月04日,0,0,0,9,https://weibo.com/u/5705079113
61,打法激进的林宥嘉,:#上海租房[超话]##豆瓣上海租房[超话]##上海租房无中介[超话]# 想找9号线沿线的房子，最好是整套一室户的那种，单间也可以，预算在2000以内。 ,06月04日,0,0,0,0,https://weibo.com/u/5784918949
62,fiona_xyy,:[转租] 6号线东靖路汇郡米兰苑一室一厨一卫月租1500，和房东另签合同，因工作需要这周末就搬走了，想租的请私聊哦~#上海租房[超话]##浦东租房[超话]##豆瓣上海租房[超话]##嗨住上海租房[超话]# ,06月04日 21:17,0,1,0,9,https://weibo.com/u/1639856147
63,乾刃,:#青年公寓##上海租房[超话]##房地产[超话]##杭州房价[超话]# 看这数据国内城市租金还有很高的上升空间，目前杭州青年公寓1室的租金在2500左右，不过大多数城市生活成本还是高于购买力… ,06月04日 21:10,0,0,0,0,https://weibo.com/1990ZZF
64,smile风杏子,:#上海租房# 靠近浦东大道上班，办公室工作，做五休二，想要一个干净干净的房子，合租也可以，干净就行，离浦东大道一个小时都可以考虑，杨浦、浦东附近都可以考虑，诚心找房@上海租房 @上海租房无中介联盟 [鼓掌][鼓掌][鼓掌][鼓掌]#上海租房# ,06月04日,0,0,2,7,https://weibo.com/u/3803725590
65,只追靓仔,:#上海租房##上海租房无中介##豆瓣上海租房[超话]#  求一位女生室友一起整租世纪大道2居室房子 ,06月04日,0,0,0,10,https://weibo.com/u/3128359581
66,云霁yy,:因工作调动转租浦东新区周浦镇上南路双秀家园南苑的一间一室户，房租是1400，有意向的请联系我[可爱][可爱]#上海租房##上海租房无中介##上海租房无中介[超话]# 上海·周浦 ,06月04日 20:33,0,0,1,14,https://weibo.com/u/5406733818
67,imay531,:浦东 六号线 临沂新村站对面，合租一间房间，有两张一米的床，1300/人，到各大商圈都方便 #上海租房[超话]# ,06月04日,0,0,0,2,https://weibo.com/imay
68,狍狍要在老特拉福德吃烤鸭,:我在闲鱼发布了【浦恒馨苑】#这是我在闲鱼上的房源，喜欢就快来预定哦##上海租房无中介##上海租房##上海租房无中介[超话]# http://t.cn/R1E67Jb ,06月04日 20:30,0,0,0,2,https://weibo.com/u/3268044894
69,RIINNL,:#上海租房#女生 求租大连路地铁站附近/30min以内带独卫单间 最主要是离地铁近 整租二室价格在我接受范围内也OK[加油][加油][加油] ,06月04日,0,0,0,0,https://weibo.com/u/3517134777
70,狍狍要在老特拉福德吃烤鸭,:我在闲鱼发布了【浦恒馨苑】#退坑回血便宜出！# http://t.cn/R1E67Jb #这是我在闲鱼上的房源，喜欢就快来预定哦##上海租房无中介# ,06月04日 20:26,0,0,0,0,https://weibo.com/u/3268044894
71,柠檬小哨,:#上海租房##上海一号线租房# 本人在鑫佳公寓已住两年多，环境干净安全，有监控，楼下如海超市，离闵行13路地铁站100米，直达一号线莲花路地铁站，设施齐全，可以做饭，独立卫生间，床很大适合一人或两人居住，我住的很舒服因为工作原因离一号线较远，现在转租，欢迎来看房~ ,06月04日 20:23,0,0,1,13,https://weibo.com/u/3230018947
72,我是宇宙超级无敌小嘟嘟,:上海租房……好贵阿。[允悲][允悲] 上海 ,06月04日 20:11,0,0,0,7,https://weibo.com/u/1881602980
73,章施杰,:我关注了上海租房超话，小伙伴们快来加入上海租房超话一起聊聊吧~戳这里→ 上海租房 ,06月04日,0,0,0,2,https://weibo.com/u/2191867712
74,亲亲抱抱举高高lyx,:上南十村精装两房求素质合租小伙伴一个女孩子，两个女孩子，一对小情侣都可以！！！！次卧出租，次卧出租[嘻嘻][嘻嘻][嘻嘻]#上海租房[超话]##上海同城##安居客##上海·上钢一村[地点]# 亲亲抱抱举高高lyx的秒拍视频 ,06月04日,0,0,1,4,https://weibo.com/u/5643273786
75,摧孤拉朽,:#租房[超话]##上海短租##上海租房##上海合租# 明天去上海，求上海短租两个月，地铁口附近，有网有洗衣机就行，刚毕业应届生，预算一千左右。 ,06月04日,0,0,1,4,https://weibo.com/u/1887921611
76,我爱的撕家爱撕家,:#求合租#我和妹妹住一个房间（最好是主卧），想找一个妹子或者两个也行整租一套两室一厅或者三室一厅。最好是在12号线或者1号线离漕宝路地铁站不要太远的，希望六月底前能看好搬家。小菇凉们看过来呀[笑而不语]#上海租房[超话]##上海租房# ,06月04日,0,2,1,18,https://weibo.com/u/2168891041
77,我不是熊大嘞,:#上海租房[超话]##豆瓣上海租房[超话]##上海租房无中介[超话]##应届毕业生上海租房# 嘉定新城，安亭地铁站附近求租单间。当然如果有一样需求的小伙伴那我们可以一起合租个整套也不错。[抱抱][抱抱][抱抱][抱抱] ,06月04日 19:05,0,0,0,3,https://weibo.com/u/6010830165
78,158的萝莉最帅,:#上海租房#求租七浦路的房子最好是公寓或者距离这里半个小时以内的。房租2500以内有单独卫生间的谢谢[祈祷]感恩 ,06月04日 18:05,0,0,1,8,https://weibo.com/u/3320206717
79,糖糖糖糖唐倩,":上南二村 一居室 耀华路  1，7、8号线耀华路地铁站，出小区即是 2，周围三钢里，世博源，沃尔玛，生活设施建设齐全 3，一室户，有天井，朝南，阳光直射 4，转租房源，不要中介费不要中介费不要中介费该整租房,位于上南二村,1室1卫,简单装修,可入住时间：随时入住 @上海租房 @豆瓣上海租房 @上海租房无中介联盟 @上海租房无中介 @zuber上海租房 @上海无中介租房 @上海租房君",06月04日 17:54,0,1,3,7,https://weibo.com/u/5451259073
80,米MI_团子,:唐镇【齐友佳苑】朝南次卧1600出租～因为室友要搬走，空出一间朝南次卧。光线超级赞，小区安静，晚上路灯很亮，适合散步跑步。小区门口就是公交站，直达唐镇地铁站，大约五六分钟。骑车到地铁站十分钟左右。我和同学在这儿住两年了，希望可以找到合适的小伙伴，一起租下去～六月初可搬入，有意者可以给我留言喔～@豆瓣上海租房 @上海租房 @zuber上海租房 #上海租房[超话]#,06月04日,0,1,2,1,https://weibo.com/u/2938058747
81,上海租房君,:#上海租房[超话]# 2号线东昌路4号线世纪大道9号线商城路崂山新村一室户4600 ,06月04日 16:29,0,0,0,0,https://weibo.com/u/6346076576
82,啊豆豆豆豆浆,:#上海租房# 求合租 求室友～最好六月底能入住 我这边至少租半年以上本人在赵巷上班 日常坐公交上班（地铁站不方便）希望你爱干净好相处 可以一起玩也可以互相不打扰[允悲]地理位置在青浦城区 中山医院这一块最好 求小姐姐一起合租[爱心]@上海租房 @上海租房无中介联盟 @豆瓣上海租房  http://t.cn/R2W6iGa,06月04日 16:14,0,0,1,3,https://weibo.com/u/3810122762
83,yin_love,:我关注了上海租房超话，小伙伴们快来加入上海租房超话一起聊聊吧~戳这里→ 上海租房 ,06月04日,0,0,0,0,https://weibo.com/u/5375385207
84,Wang__文静,:#上海租房# 忍痛割爱，五号线 华宁路地铁站附近 整租 超值 干净明亮 58平 两室一厅房子转租喽，刚刚签的一年合同，2400/月直接跟房东签约。房子很好，为啥转租，我可以私信告诉你[允悲][允悲][允悲] ,06月04日,0,2,3,2,https://weibo.com/u/3276221375
85,anata__,:求租（合租）成山路附近的两室或三室（8、12、10、1号线也可以）六月可入住希望室友是女生 不介意宠物有房源或者同在找室友的妹子请联系我#豆瓣上海租房[超话]##上海租房无中介[超话]##上海租房合租##上海租房# @上海无中介租房 @嗨住租房 ,06月04日 15:27,0,1,1,13,https://weibo.com/u/2989725627
86,上海租房菌,:#上海租房[超话]# 2号线川沙地铁口馨汇佳苑 次卧带独卫1600。 ,06月04日 14:37,0,1,0,0,https://weibo.com/u/5629932440
87,枫·夜无音,:【求租】因工作原因要在徐泾东地铁站附近找个房子，最好朝南向，租金在1500左右，也可以在徐泾东和九亭之间的地带。周边设施要齐全，交通要方便@豆瓣上海租房 @嗨住租房 ,06月04日,0,0,0,1,https://weibo.com/u/3224097692
88,鸣鸣1993,:8号线杨思，东方体育中心，耀华路，成山路地铁站附近 求租3室的房子 预算5000-6000 要靠近地铁站@上海无中介租房 @上海租房 @上海租房无中介联盟 @zuber上海租房 @嗨住租房 ,06月04日,0,0,3,2,https://weibo.com/u/3164343641
89,祖传手机壳,:寻租房，地铁10号线航中路附近。一个人住，工作稳定，不抽烟不喝酒，没有不良嗜好。要求可以做饭，预算在2000左右。有单间出租的小伙伴可以联系我。电话18326688265，V信同号@上海租房 @上海租房合租 @上海租房君 @豆瓣上海租房 ,06月04日,0,0,0,0,https://weibo.com/u/3211658943
90,via虾虾,:#上海租房# 想要两个人女孩子整租一套房，5000以内，两个人也就2500，有意愿的可以评论留言。尽快一起去看房。 ,06月04日,0,0,1,0,https://weibo.com/u/1785339224
91,许金萍pie,:闵行区春晖新村，朝南两室户，寻找室友，水电网，冰箱，洗衣机等齐全，步行10分钟到地铁5号线@豆瓣租房 @上海租房 @上海无中介租房 @上海房源          上海·张江 ,06月04日 12:49,0,0,0,5,https://weibo.com/u/3080642417
